"kind" "grade" "fname"
"944" "validation" "shmoo" "OP and WH 6.bmp"
"945" "validation" "pseudohyphae" "OP and WH 6.bmp"
"946" "validation" "hyphae" "OP and WH 6.bmp"
"947" "train" "shmoo" "SHMOO and WH 14.bmp"
"948" "train" "pseudohyphae" "SHMOO and WH 14.bmp"
"949" "train" "hyphae" "SHMOO and WH 14.bmp"
"950" "train" "shmoo" "SHMOO 2.bmp"
"951" "train" "pseudohyphae" "SHMOO 2.bmp"
"952" "train" "hyphae" "SHMOO 2.bmp"
"953" "validation" "gray" "SHMOO and WH 48.bmp"
"954" "validation" "shmoo" "SHMOO and WH 48.bmp"
"955" "validation" "pseudohyphae" "SHMOO and WH 48.bmp"
"956" "validation" "hyphae" "SHMOO and WH 48.bmp"
"957" "validation" "shmoo" "OP cells 43.bmp"
"958" "validation" "pseudohyphae" "OP cells 43.bmp"
"959" "validation" "hyphae" "OP cells 43.bmp"
"960" "train" "shmoo" "SHMOO 41.bmp"
"961" "train" "pseudohyphae" "SHMOO 41.bmp"
"962" "train" "hyphae" "SHMOO 41.bmp"
"963" "train" "shmoo" "SHMOO 35.bmp"
"964" "train" "pseudohyphae" "SHMOO 35.bmp"
"965" "train" "hyphae" "SHMOO 35.bmp"
"966" "train" "shmoo" "SHMOO 56.bmp"
"967" "train" "pseudohyphae" "SHMOO 56.bmp"
"968" "train" "hyphae" "SHMOO 56.bmp"
"969" "train" "shmoo" "SHMOO 49.bmp"
"970" "train" "pseudohyphae" "SHMOO 49.bmp"
"971" "train" "hyphae" "SHMOO 49.bmp"
"972" "validation" "gray" "SHMOO 7.bmp"
"973" "validation" "shmoo" "SHMOO 7.bmp"
"974" "validation" "pseudohyphae" "SHMOO 7.bmp"
"975" "validation" "hyphae" "SHMOO 7.bmp"
"976" "validation" "shmoo" "OP cells 27.bmp"
"977" "validation" "pseudohyphae" "OP cells 27.bmp"
"978" "validation" "hyphae" "OP cells 27.bmp"
"979" "train" "shmoo" "SHMOO 43.bmp"
"980" "train" "pseudohyphae" "SHMOO 43.bmp"
"981" "train" "hyphae" "SHMOO 43.bmp"
"982" "train" "shmoo" "SHMOO 31.bmp"
"983" "train" "pseudohyphae" "SHMOO 31.bmp"
"984" "train" "hyphae" "SHMOO 31.bmp"
"985" "validation" "shmoo" "SHMOO 3.bmp"
"986" "validation" "pseudohyphae" "SHMOO 3.bmp"
"987" "validation" "hyphae" "SHMOO 3.bmp"
"988" "train" "shmoo" "SHMOO 8.bmp"
"989" "train" "pseudohyphae" "SHMOO 8.bmp"
"990" "train" "hyphae" "SHMOO 8.bmp"
"991" "train" "shmoo" "SHMOO 55.bmp"
"992" "train" "pseudohyphae" "SHMOO 55.bmp"
"993" "train" "hyphae" "SHMOO 55.bmp"
"994" "validation" "gray" "SHMOO 30.bmp"
"995" "validation" "shmoo" "SHMOO 30.bmp"
"996" "validation" "pseudohyphae" "SHMOO 30.bmp"
"997" "validation" "hyphae" "SHMOO 30.bmp"
"998" "train" "shmoo" "OP cells 24.bmp"
"999" "train" "pseudohyphae" "OP cells 24.bmp"
"1000" "train" "hyphae" "OP cells 24.bmp"
"1001" "train" "shmoo" "SHMOO 27.bmp"
"1002" "train" "pseudohyphae" "SHMOO 27.bmp"
"1003" "train" "hyphae" "SHMOO 27.bmp"
"1004" "validation" "shmoo" "SHMOO 23.bmp"
"1005" "validation" "pseudohyphae" "SHMOO 23.bmp"
"1006" "validation" "hyphae" "SHMOO 23.bmp"
"1007" "validation" "shmoo" "SHMOO 48.bmp"
"1008" "validation" "pseudohyphae" "SHMOO 48.bmp"
"1009" "validation" "hyphae" "SHMOO 48.bmp"
"1010" "train" "shmoo" "SHMOO 19.bmp"
"1011" "train" "pseudohyphae" "SHMOO 19.bmp"
"1012" "train" "hyphae" "SHMOO 19.bmp"
"1013" "train" "shmoo" "SHMOO 12.bmp"
"1014" "train" "pseudohyphae" "SHMOO 12.bmp"
"1015" "train" "hyphae" "SHMOO 12.bmp"
"1016" "train" "pseudohyphae" "SHMOO and WH 19.bmp"
"1017" "train" "hyphae" "SHMOO and WH 19.bmp"
"1018" "validation" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__20.bmp"
"1019" "validation" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__20.bmp"
"1020" "train" "pseudohyphae" "5314_after_3_hrs_in_20_serum37_degrees__4.bmp"
"1021" "train" "hyphae" "5314_after_3_hrs_in_20_serum37_degrees__4.bmp"
"1022" "validation" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__26.bmp"
"1023" "validation" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__26.bmp"
"1024" "train" "shmoo" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__7.bmp"
"1025" "train" "pseudohyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__7.bmp"
"1026" "train" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__7.bmp"
"1027" "validation" "shmoo" "SHMOO 26.bmp"
"1028" "validation" "pseudohyphae" "SHMOO 26.bmp"
"1029" "validation" "hyphae" "SHMOO 26.bmp"
"1030" "train" "pseudohyphae" "SHMOO and WH 10.bmp"
"1031" "train" "hyphae" "SHMOO and WH 10.bmp"
"1032" "train" "pseudohyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__4.bmp"
"1033" "train" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__4.bmp"
"1034" "train" "pseudohyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one__4.bmp"
"1035" "train" "hyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one__4.bmp"
"1036" "validation" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__15.bmp"
"1037" "validation" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__15.bmp"
"1038" "train" "pseudohyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one__5.bmp"
"1039" "train" "hyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one__5.bmp"
"1040" "train" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__10.bmp"
"1041" "train" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__10.bmp"
"1042" "validation" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__31.bmp"
"1043" "validation" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__31.bmp"
"1044" "train" "pseudohyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one__3.bmp"
"1045" "train" "hyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one__3.bmp"
"1046" "validation" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__5b.bmp"
"1047" "validation" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__5b.bmp"
"1048" "validation" "white" "1604GOF_stained_w_CWF_overnight_30_degrees__17.bmp"
"1049" "validation" "opaque" "1604GOF_stained_w_CWF_overnight_30_degrees__17.bmp"
"1050" "validation" "gray" "1604GOF_stained_w_CWF_overnight_30_degrees__17.bmp"
"1051" "validation" "shmoo" "1604GOF_stained_w_CWF_overnight_30_degrees__17.bmp"
"1052" "validation" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__17.bmp"
"1053" "validation" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__17.bmp"
"1054" "train" "shmoo" "SHMOO 24.bmp"
"1055" "train" "pseudohyphae" "SHMOO 24.bmp"
"1056" "train" "hyphae" "SHMOO 24.bmp"
"1057" "train" "pseudohyphae" "SHMOO 50.bmp"
"1058" "train" "hyphae" "SHMOO 50.bmp"
"1059" "train" "gray" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__11.bmp"
"1060" "train" "shmoo" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__11.bmp"
"1061" "train" "pseudohyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__11.bmp"
"1062" "train" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__11.bmp"
"1063" "validation" "pseudohyphae" "OP and WH 30.bmp"
"1064" "validation" "hyphae" "OP and WH 30.bmp"
"1065" "train" "white" "5314_after_3_hrs_in_20_serum37_degrees__5.bmp"
"1066" "train" "opaque" "5314_after_3_hrs_in_20_serum37_degrees__5.bmp"
"1067" "train" "gray" "5314_after_3_hrs_in_20_serum37_degrees__5.bmp"
"1068" "train" "shmoo" "5314_after_3_hrs_in_20_serum37_degrees__5.bmp"
"1069" "train" "pseudohyphae" "5314_after_3_hrs_in_20_serum37_degrees__5.bmp"
"1070" "train" "hyphae" "5314_after_3_hrs_in_20_serum37_degrees__5.bmp"
"1071" "train" "shmoo" "SHMOO and WH 9.bmp"
"1072" "train" "pseudohyphae" "SHMOO and WH 9.bmp"
"1073" "train" "hyphae" "SHMOO and WH 9.bmp"
"1074" "train" "shmoo" "SHMOO and WH 21.bmp"
"1075" "train" "pseudohyphae" "SHMOO and WH 21.bmp"
"1076" "train" "hyphae" "SHMOO and WH 21.bmp"
"1077" "train" "pseudohyphae" "SHMOO 36.bmp"
"1078" "train" "hyphae" "SHMOO 36.bmp"
"1079" "validation" "shmoo" "1604GOF_stained_w_CWF_overnight_30_degrees_.bmp"
"1080" "validation" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees_.bmp"
"1081" "validation" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees_.bmp"
"1082" "train" "pseudohyphae" "SHMOO 33.bmp"
"1083" "train" "hyphae" "SHMOO 33.bmp"
"1084" "validation" "pseudohyphae" "5314_after_3_hrs_in_20_serum37_degrees__7.bmp"
"1085" "validation" "hyphae" "5314_after_3_hrs_in_20_serum37_degrees__7.bmp"
"1086" "train" "pseudohyphae" "5314_after_3_hrs_in_20_serum37_degrees__6.bmp"
"1087" "train" "hyphae" "5314_after_3_hrs_in_20_serum37_degrees__6.bmp"
"1088" "train" "shmoo" "1604GOF_in_serum__30_DEGREES_75RPM_after_3hrs_30min.bmp"
"1089" "train" "pseudohyphae" "1604GOF_in_serum__30_DEGREES_75RPM_after_3hrs_30min.bmp"
"1090" "train" "hyphae" "1604GOF_in_serum__30_DEGREES_75RPM_after_3hrs_30min.bmp"
"1091" "validation" "shmoo" "SHMOO 25.bmp"
"1092" "validation" "pseudohyphae" "SHMOO 25.bmp"
"1093" "validation" "hyphae" "SHMOO 25.bmp"
"1094" "train" "shmoo" "SHMOO 6.bmp"
"1095" "train" "pseudohyphae" "SHMOO 6.bmp"
"1096" "train" "hyphae" "SHMOO 6.bmp"
"1097" "train" "gray" "SHMOO 22.bmp"
"1098" "train" "shmoo" "SHMOO 22.bmp"
"1099" "train" "pseudohyphae" "SHMOO 22.bmp"
"1100" "train" "hyphae" "SHMOO 22.bmp"
"1101" "train" "pseudohyphae" "SHMOO 39.bmp"
"1102" "train" "hyphae" "SHMOO 39.bmp"
"1103" "validation" "pseudohyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__6.bmp"
"1104" "validation" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__6.bmp"
"1105" "train" "pseudohyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__8.bmp"
"1106" "train" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__8.bmp"
"1107" "train" "pseudohyphae" "5314_after_3_hrs_in_20_serum37_degrees__8.bmp"
"1108" "train" "hyphae" "5314_after_3_hrs_in_20_serum37_degrees__8.bmp"
"1109" "validation" "pseudohyphae" "1604GOF_in_YPD_30_DEGREES_75RPM_after_3hrs_30min__4.bmp"
"1110" "validation" "hyphae" "1604GOF_in_YPD_30_DEGREES_75RPM_after_3hrs_30min__4.bmp"
"1111" "train" "pseudohyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__9.bmp"
"1112" "train" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__9.bmp"
"1113" "train" "hyphae" "5314_after_3_hrs_in_20_serum37_degrees__10.bmp"
"1114" "train" "pseudohyphae" "Sep32019_5314_strain__in_20_percent_serum_after_3hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained__3.bmp"
"1115" "train" "hyphae" "Sep32019_5314_strain__in_20_percent_serum_after_3hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained__3.bmp"
"1116" "train" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__12.bmp"
"1117" "train" "hyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_9.bmp"
"1118" "validation" "pseudohyphae" "Sep32019_5314_strain__in_20_percent_serum_after_3hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained__6.bmp"
"1119" "validation" "hyphae" "Sep32019_5314_strain__in_20_percent_serum_after_3hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained__6.bmp"
"1120" "train" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__7.bmp"
"1121" "validation" "hyphae" "Sep32019_5314cont_strain__in_20_percent_serum_after_4hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained_40x_4.bmp"
"1122" "train" "hyphae" "Sep32019_5314_strain__in_20_percent_serum_after_3hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained__12.bmp"
"1123" "train" "hyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_3.bmp"
"1124" "validation" "hyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_6.bmp"
"1125" "train" "hyphae" "Sep32019_5314_strain__in_20_percent_serum_after_3hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained__9.bmp"
"1126" "validation" "white" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_3.bmp"
"1127" "validation" "opaque" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_3.bmp"
"1128" "validation" "gray" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_3.bmp"
"1129" "validation" "shmoo" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_3.bmp"
"1130" "validation" "pseudohyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_3.bmp"
"1131" "validation" "hyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_3.bmp"
"1132" "train" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__23.bmp"
"1133" "train" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__23.bmp"
"1134" "train" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__3.bmp"
"1135" "train" "white" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_6.bmp"
"1136" "train" "opaque" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_6.bmp"
"1137" "train" "gray" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_6.bmp"
"1138" "train" "shmoo" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_6.bmp"
"1139" "train" "pseudohyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_6.bmp"
"1140" "train" "hyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_6.bmp"
"1141" "validation" "pseudohyphae" "SHMOO 44.bmp"
"1142" "validation" "hyphae" "SHMOO 44.bmp"
"1143" "train" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__29.bmp"
"1144" "train" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__29.bmp"
"1145" "train" "pseudohyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__10.bmp"
"1146" "train" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__10.bmp"
"1147" "validation" "pseudohyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one_.bmp"
"1148" "validation" "hyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one_.bmp"
"1149" "train" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__18.bmp"
"1150" "train" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__18.bmp"
"1151" "train" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__3.bmp"
"1152" "validation" "hyphae" "ume6null_in_5314bckgrnd_after_3_hrs_in_20_serum37_degrees__5.bmp"
"1153" "validation" "shmoo" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_11.bmp"
"1154" "validation" "pseudohyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_11.bmp"
"1155" "validation" "hyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_40x_11.bmp"
"1156" "train" "shmoo" "SHMOO and WH 7.bmp"
"1157" "train" "pseudohyphae" "SHMOO and WH 7.bmp"
"1158" "train" "hyphae" "SHMOO and WH 7.bmp"
"1159" "validation" "pseudohyphae" "SHMOO and WH 18.bmp"
"1160" "validation" "hyphae" "SHMOO and WH 18.bmp"
"1161" "train" "pseudohyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__13.bmp"
"1162" "train" "hyphae" "1604GOF_stained_w_CWF_overnight_30_degrees__13.bmp"
"1163" "train" "shmoo" "1604GOF_in_YPD_30_DEGREES_75RPM_after_3hrs_30min__3.bmp"
"1164" "train" "pseudohyphae" "1604GOF_in_YPD_30_DEGREES_75RPM_after_3hrs_30min__3.bmp"
"1165" "train" "hyphae" "1604GOF_in_YPD_30_DEGREES_75RPM_after_3hrs_30min__3.bmp"
"1166" "train" "pseudohyphae" "SHMOO and WH 28.bmp"
"1167" "train" "hyphae" "SHMOO and WH 28.bmp"
"1168" "train" "hyphae" "Julyb7b019_orf19_1604GOf_from_ON_culture_washed_twice_w_1xPBS__stained_with_CFW_loaded_4macrolitre_63x_good_one__6.bmp"
"1169" "train" "hyphae" "Julyb9b019_Sc5314control_after_5hrs_in_10_percent_serum_75_rpm_starting_OD_0_5_in_5ml_CFW_stain_63x_4.bmp"
"1170" "validation" "hyphae" "Sep32019_5314_strain__in_20_percent_serum_after_3hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained__10.bmp"
"1171" "validation" "hyphae" "Sep32019_5314_strain__in_20_percent_serum_after_3hrs_starting_Od600_0_1_in_1_ml_37__no_shaking_CWf_stained_63x.bmp"
